Lake,SampDepthRepID,SampID,Depth,FieldSiteID,Habitat,ZoneHabitat,Family,ScientificName,CommonName,SignalReads,marker,Group
Dunnigan,1353b3,1353,bottom,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,30183,Ac16S,fish
Dunnigan,1353b3,1353,bottom,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,18114,Am12S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,12174,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,29585,Am12S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,21010,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,36242,Am12S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,9517,Ac16S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,34874,Am12S,fish
Dunnigan,1353b3,1353,bottom,DU_t3,choice,fringe,Umbridae,Umbra limi,Central Mudminnow,12,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,152,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,52,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Percidae,Etheostoma exile,Iowa Darter,43,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Percidae,Etheostoma exile,Iowa Darter,28,Ac16S,fish
Dunnigan,1353b2,1353,bottom,DU_t3,choice,fringe,Esocidae,Esox lucius,Northern Pike,15,Ac16S,fish
Dunnigan,1353b3,1353,bottom,DU_t3,choice,fringe,Esocidae,Esox lucius,Northern Pike,17,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Esocidae,Esox lucius,Northern Pike,135,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Esocidae,Esox lucius,Northern Pike,63,Ac16S,fish
Dunnigan,1353b2,1353,bottom,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,115,Ac16S,fish
Dunnigan,1353b3,1353,bottom,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,108,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,135,Ac16S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,403,Am12S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,176,Ac16S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,528,Am12S,fish
Dunnigan,1353b2,1353,bottom,DU_t3,choice,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,7372,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,2420,Ac16S,fish
Dunnigan,1353s1,1353,surface,DU_t3,choice,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,1512,Am12S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,2321,Ac16S,fish
Dunnigan,1353s3,1353,surface,DU_t3,choice,fringe,Centrarchidae,Micropterus dolomieu,Smallmouth Bass,605,Am12S,fish
Dunnigan,1353s2,1353,surface,DU_t3,choice,fringe,Percidae,Perca flavescens,Yellow Perch,281,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1902,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,11447,Ac16S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,4655,Ac16S,fish
Ely,1354s1,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,15447,Ac16S,fish
Ely,1354s1,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,41150,Am12S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19794,Ac16S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26272,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,5537,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,14630,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,223,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,7972,Am12S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,4397,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,9752,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,18156,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,1890,Ac16S,fish
Ely,1354s1,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,18744,Ac16S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,827,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1748,Ac16S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,3976,Am12S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,1220,Ac16S,fish
Ely,1354s1,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,20202,Ac16S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,6836,Ac16S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,13293,Am12S,fish
Ely,1354s3,1354,surface,EL_f1,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2557,Am12S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,11286,Am12S,fish
Ely,1354s2,1354,surface,EL_f1,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1348,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,32,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,106,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,857,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,19693,Ac16S,fish
Ely,1355s3,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,12949,Am12S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,72,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,3984,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,395,Ac16S,fish
Ely,1355s3,1355,surface,EL_f10,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,16143,Am12S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,10,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,936,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,37,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,120,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,58,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,1518,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,140,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,4214,Ac16S,fish
Ely,1355s3,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,54417,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,25,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,1568,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,124,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,6273,Ac16S,fish
Ely,1355s3,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,9460,Am12S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,123,Ac16S,fish
Ely,1355s3,1355,surface,EL_f10,fringe,fringe,Esocidae,Esox lucius,Northern Pike,9882,Am12S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,61,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,639,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,15,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,128,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Percidae,Sander vitreus,Walleye,22,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Catostomidae,Catostomus commersonii,White Sucker,135,Ac16S,fish
Ely,1355s1,1355,surface,EL_f10,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,20,Ac16S,fish
Ely,1355s2,1355,surface,EL_f10,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,544,Ac16S,fish
Ely,1357s1,1357,surface,EL_f11,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,35745,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,8814,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,18717,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26853,Am12S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,20023,Am12S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,26834,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16865,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,30922,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,4673,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,1860,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,27,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,1204,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,4712,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,2252,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,2231,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,6278,Am12S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,3121,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4282,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,2301,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,2290,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,793,Am12S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,1956,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,194,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Percidae,Etheostoma nigrum,Johnny Darter,4050,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1531,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4486,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4005,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Esocidae,Esox lucius,Northern Pike,19199,Am12S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,10,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,921,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,24,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,3655,Ac16S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,42,Am12S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Catostomidae,Catostomus commersonii,White Sucker,170,Ac16S,fish
Ely,1359s1,1359,surface,EL_f13,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,657,Ac16S,fish
Ely,1359s2,1359,surface,EL_f13,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1430,Am12S,fish
Ely,1359s3,1359,surface,EL_f13,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,614,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Pomoxis nigromaculatus,Black Crappie,1120,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,145,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,5173,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,5547,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,8373,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,17079,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,12,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,37,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,3333,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,1651,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,385,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,499,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,2306,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,5184,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,2581,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,5969,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,2763,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,4260,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,4883,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,11623,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,2082,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,2394,Am12S,fish
Ely,1362s3,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,10147,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,999,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,15,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,1448,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,5716,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,5801,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,6894,Am12S,fish
Ely,1362s3,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,25265,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,603,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,787,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,86,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,421,Ac16S,fish
Ely,1362s3,1362,surface,EL_f15,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,42264,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,612,Ac16S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,1929,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,1337,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Ictaluridae,Noturus gyrinus,Tadpole Madtom,2164,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Ictaluridae,Ameiurus natalis,Yellow Bullhead,1914,Am12S,fish
Ely,1362s1,1362,surface,EL_f15,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,1671,Ac16S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,89,Am12S,fish
Ely,1362s2,1362,surface,EL_f15,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,579,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Cyprinidae,Notropis heterolepis,Blacknose Shiner,3410,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,692,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,7061,Am12S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,12215,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,23553,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,9607,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,16951,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Cyprinidae,Pimephales notatus,Bluntnose Minnow,192,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,8690,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Gasterosteidae,Culaea inconstans,Brook Stickleback,387,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Umbridae,Umbra limi,Central Mudminnow,197,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,20718,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,13479,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Cyprinidae,Notemigonus crysoleucas,Golden Shiner,4707,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,14196,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,1119,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,665,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis cyanellus,Green Sunfish,14724,Am12S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,1251,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Percidae,Etheostoma exile,Iowa Darter,987,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,26786,Am12S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,274,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,19411,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,1369,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Micropterus salmoides,Largemouth Bass,2702,Am12S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,1631,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Percidae,Etheostoma microperca,Least Darter,17,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Esocidae,Esox lucius,Northern Pike,1727,Am12S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,9764,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,930,Ac16S,fish
Ely,1363s2,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,4085,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,2859,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Lepomis gibbosus,Pumpkinseed,3900,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Centrarchidae,Ambloplites rupestris,Rock Bass,647,Ac16S,fish
Ely,1363s1,1363,surface,EL_f16,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,2862,Am12S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,194,Ac16S,fish
Ely,1363s3,1363,surface,EL_f16,fringe,fringe,Percidae,Perca flavescens,Yellow Perch,3166,Am12S,fish
Ely,1364s1,1364,surface,EL_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,6586,Ac16S,fish
Ely,1364s1,1364,surface,EL_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,7006,Am12S,fish
Ely,1364s2,1364,surface,EL_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,20114,Ac16S,fish
Ely,1364s2,1364,surface,EL_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,32244,Am12S,fish
Ely,1364s3,1364,surface,EL_f17,fringe,fringe,Centrarchidae,Lepomis macrochirus,Bluegill,9291,Ac16S,fish
